Date,SEMA.MI
2022-07-01,32.689998626708984
2022-07-04,32.69499969482422
2022-07-05,32.60499954223633
2022-07-06,32.904998779296875
2022-07-07,33.880001068115234
2022-07-08,33.869998931884766
2022-07-11,33.224998474121094
2022-07-12,33.19499969482422
2022-07-13,32.994998931884766
2022-07-14,32.814998626708984
2022-07-15,32.73500061035156
2022-07-18,33.099998474121094
2022-07-19,33.029998779296875
2022-07-20,33.154998779296875
2022-07-21,33.29499816894531
2022-07-22,33.28499984741211
2022-07-25,33.224998474121094
2022-07-26,33.34000015258789
2022-07-27,33.57500076293945
2022-07-28,33.654998779296875
2022-07-29,33.334999084472656
2022-08-01,33.20000076293945
2022-08-02,33.29999923706055
2022-08-03,33.459999084472656
2022-08-04,33.48500061035156
2022-08-05,33.665000915527344
2022-08-08,33.75
2022-08-09,33.57500076293945
2022-08-10,33.47999954223633
2022-08-11,33.904998779296875
2022-08-12,34.1150016784668
2022-08-15,
2022-08-16,34.375
2022-08-17,34.27000045776367
2022-08-18,34.25
2022-08-19,34.029998779296875
2022-08-22,34.15999984741211
2022-08-23,34.14500045776367
2022-08-24,34.349998474121094
2022-08-25,34.72999954223633
2022-08-26,34.51499938964844
2022-08-29,34.20000076293945
2022-08-30,33.689998626708984
2022-08-31,33.78499984741211
2022-09-01,33.54999923706055
2022-09-02,33.564998626708984
2022-09-05,33.599998474121094
2022-09-06,33.29999923706055
2022-09-07,33.1349983215332
2022-09-08,33.18000030517578
2022-09-09,33.41999816894531
2022-09-12,33.61000061035156
2022-09-13,33.61000061035156
2022-09-14,33.61000061035156
2022-09-15,33.61000061035156
2022-09-16,33.61000061035156
2022-09-19,33.61000061035156
2022-09-20,33.61000061035156
2022-09-21,32.55500030517578
2022-09-22,32.2599983215332
2022-09-23,31.885000228881836
2022-09-26,31.854999542236328
2022-09-27,31.924999237060547
2022-09-28,31.649999618530273
2022-09-29,30.725000381469727
2022-09-30,30.895000457763672
2022-10-03,30.924999237060547
2022-10-04,31.6200008392334
2022-10-05,31.71500015258789
2022-10-06,31.93000030517578
2022-10-07,31.475000381469727
2022-10-10,31.139999389648438
2022-10-11,30.690000534057617
2022-10-12,30.6299991607666
2022-10-13,30.420000076293945
2022-10-14,30.415000915527344
2022-10-17,30.75
2022-10-18,30.540000915527344
2022-10-19,30.350000381469727
2022-10-20,30.649999618530273
2022-10-21,30.584999084472656
2022-10-24,29.420000076293945
2022-10-25,29.459999084472656
2022-10-26,29.809999465942383
2022-10-27,29.815000534057617
2022-10-28,29.424999237060547
2022-10-31,29.65999984741211
2022-11-01,30.334999084472656
2022-11-02,30.290000915527344
2022-11-03,30.56999969482422
2022-11-04,31.149999618530273
2022-11-07,31.135000228881836
2022-11-08,31.1299991607666
2022-11-09,30.934999465942383
2022-11-10,31.25
2022-11-11,31.540000915527344
2022-11-14,31.530000686645508
2022-11-15,32.244998931884766
2022-11-16,31.524999618530273
2022-11-17,31.549999237060547
2022-11-18,31.475000381469727
2022-11-21,31.315000534057617
2022-11-22,31.309999465942383
2022-11-23,31.295000076293945
2022-11-24,31.520000457763672
2022-11-25,31.184999465942383
2022-11-28,31.100000381469727
2022-11-29,31.684999465942383
2022-11-30,32.470001220703125
2022-12-01,32.08000183105469
2022-12-02,32.13999938964844
2022-12-05,31.895000457763672
2022-12-06,31.854999542236328
2022-12-07,31.575000762939453
2022-12-08,31.799999237060547
2022-12-09,32.005001068115234
2022-12-12,31.43000030517578
2022-12-13,31.670000076293945
2022-12-14,31.565000534057617
2022-12-15,30.850000381469727
2022-12-16,31.075000762939453
2022-12-19,31.045000076293945
2022-12-20,30.924999237060547
2022-12-21,31.145000457763672
2022-12-22,31.020000457763672
2022-12-23,30.905000686645508
2022-12-27,31.225000381469727
2022-12-28,30.969999313354492
2022-12-29,31.295000076293945
2022-12-30,30.829999923706055
2023-01-02,31.075000762939453
2023-01-03,31.575000762939453
2023-01-04,32.02000045776367
