Date,X57E.MI
2011-06-24,
2011-06-27,171.86000061035156
2011-06-28,171.5800018310547
2011-06-29,
2011-06-30,
2011-07-01,
2011-07-04,171.69000244140625
2011-07-05,
2011-07-06,
2011-07-07,
2011-07-08,
2011-07-11,170.49000549316406
2011-07-12,
2011-07-13,
2011-07-14,
2011-07-15,
2011-07-18,
2011-07-19,
2011-07-20,
2011-07-21,170.55999755859375
2011-07-22,
2011-07-25,
2011-07-26,
2011-07-27,
2011-07-28,
2011-07-29,
2011-08-01,
2011-08-02,
2011-08-03,
2011-08-04,171.8699951171875
2011-08-05,
2011-08-08,
2011-08-09,
2011-08-10,175.97000122070312
2011-08-11,175.91000366210938
2011-08-12,
2011-08-15,
2011-08-16,
2011-08-17,177.08999633789062
2011-08-18,
2011-08-19,
2011-08-22,177.5399932861328
2011-08-23,
2011-08-24,
2011-08-25,177.41000366210938
2011-08-26,
2011-08-29,
2011-08-30,
2011-08-31,
2011-09-01,
2011-09-02,
2011-09-05,177.25999450683594
2011-09-06,177.30999755859375
2011-09-07,
2011-09-08,
2011-09-09,178.27999877929688
2011-09-12,
2011-09-13,
2011-09-14,
2011-09-15,
2011-09-16,177.3000030517578
2011-09-19,177.22999572753906
2011-09-20,
2011-09-21,
2011-09-22,
2011-09-23,
2011-09-26,
2011-09-27,177.10000610351562
2011-09-28,
2011-09-29,176.92999267578125
2011-09-30,
2011-10-03,
2011-10-04,
2011-10-05,177.50999450683594
2011-10-06,
2011-10-07,176.97000122070312
2011-10-10,176.5500030517578
2011-10-11,176.19000244140625
2011-10-12,175.3300018310547
2011-10-13,
2011-10-14,174.60000610351562
2011-10-17,174.9600067138672
2011-10-18,
2011-10-19,174.2100067138672
2011-10-20,174.02999877929688
2011-10-21,174.07000732421875
2011-10-24,173.85000610351562
2011-10-25,174.67999267578125
2011-10-26,175.33999633789062
2011-10-27,174.9499969482422
2011-10-28,174.38999938964844
2011-10-31,174.6300048828125
2011-11-01,175.47999572753906
2011-11-02,175.1699981689453
2011-11-03,175.13999938964844
2011-11-04,174.86000061035156
2011-11-07,174.24000549316406
2011-11-08,174.05999755859375
2011-11-09,172.4499969482422
2011-11-10,172.27999877929688
2011-11-11,172.66000366210938
2011-11-14,172.3699951171875
2011-11-15,170.41000366210938
2011-11-16,170.17999267578125
2011-11-17,170.2100067138672
2011-11-18,170.9600067138672
2011-11-21,171.14999389648438
2011-11-22,170.2100067138672
2011-11-23,168.61000061035156
2011-11-24,167.6300048828125
2011-11-25,
2011-11-28,167.69000244140625
2011-11-29,168.22999572753906
2011-11-30,
2011-12-01,171.97000122070312
2011-12-02,172.1699981689453
2011-12-05,174.27000427246094
2011-12-06,173.97999572753906
2011-12-07,
2011-12-08,
2011-12-09,173.0
2011-12-12,173.2100067138672
2011-12-13,173.22000122070312
2011-12-14,173.5399932861328
2011-12-15,174.8000030517578
2011-12-16,175.36000061035156
2011-12-19,
2011-12-20,
2011-12-21,175.50999450683594
2011-12-22,175.36000061035156
2011-12-23,175.69000244140625
2011-12-27,176.02999877929688
2011-12-28,176.22000122070312
2011-12-29,176.58999633789062
2011-12-30,176.74000549316406
2012-01-02,176.3699951171875
2012-01-03,176.0800018310547
2012-01-04,
2012-01-05,174.9600067138672
2012-01-06,
2012-01-09,174.77999877929688
2012-01-10,175.05999755859375
2012-01-11,176.17999267578125
2012-01-12,177.75999450683594
2012-01-13,
2012-01-16,178.3300018310547
2012-01-17,178.24000549316406
2012-01-18,178.39999389648438
2012-01-19,178.25
2012-01-20,178.64999389648438
2012-01-23,179.02000427246094
2012-01-24,178.89999389648438
2012-01-25,179.11000061035156
2012-01-26,180.13999938964844
2012-01-27,180.75999450683594
2012-01-30,180.49000549316406
2012-01-31,180.92999267578125
2012-02-01,181.77000427246094
2012-02-02,
2012-02-03,181.8800048828125
2012-02-06,
2012-02-07,
2012-02-08,182.0500030517578
2012-02-09,182.16000366210938
2012-02-10,181.97999572753906
2012-02-13,
2012-02-14,181.97000122070312
2012-02-15,181.5399932861328
2012-02-16,181.47999572753906
2012-02-17,181.57000732421875
2012-02-20,181.80999755859375
2012-02-21,182.0800018310547
2012-02-22,182.27999877929688
2012-02-23,182.25
2012-02-24,182.52999877929688
2012-02-27,182.72999572753906
2012-02-28,183.3300018310547
2012-02-29,183.75
2012-03-01,184.77000427246094
2012-03-02,185.0
2012-03-05,184.6999969482422
2012-03-06,184.1300048828125
2012-03-07,184.5
2012-03-08,184.94000244140625
2012-03-09,184.86000061035156
2012-03-12,184.67999267578125
2012-03-13,184.5
2012-03-14,184.11000061035156
2012-03-15,183.75999450683594
2012-03-16,183.47000122070312
2012-03-19,183.52000427246094
2012-03-20,183.39999389648438
2012-03-21,183.24000549316406
2012-03-22,
2012-03-23,183.5800018310547
2012-03-26,183.60000610351562
2012-03-27,183.47000122070312
2012-03-28,183.69000244140625
2012-03-29,183.19000244140625
2012-03-30,183.77000427246094
2012-04-02,183.91000366210938
2012-04-03,183.63999938964844
2012-04-04,
2012-04-05,182.75
2012-04-10,182.16000366210938
2012-04-11,
2012-04-12,183.0399932861328
2012-04-13,
2012-04-16,182.27000427246094
2012-04-17,182.6199951171875
2012-04-18,182.77999877929688
2012-04-19,182.3800048828125
2012-04-20,
2012-04-23,182.0399932861328
2012-04-24,
2012-04-25,
2012-04-26,
2012-04-27,
2012-04-30,183.47000122070312
2012-05-01,
2012-05-02,183.55999755859375
2012-05-03,183.92999267578125
2012-05-04,184.3800048828125
2012-05-07,184.58999633789062
2012-05-08,184.6999969482422
2012-05-09,183.85000610351562
2012-05-10,184.49000549316406
2012-05-11,184.52000427246094
2012-05-14,183.7899932861328
2012-05-15,182.92999267578125
2012-05-16,
2012-05-17,183.08999633789062
2012-05-18,
2012-05-21,183.1699981689453
2012-05-22,183.85000610351562
2012-05-23,
2012-05-24,184.55999755859375
2012-05-25,
2012-05-28,184.0399932861328
2012-05-29,183.9499969482422
2012-05-30,
2012-05-31,
2012-06-01,184.8800048828125
2012-06-04,185.25
2012-06-05,184.97000122070312
2012-06-06,184.7899932861328
2012-06-07,184.4600067138672
2012-06-08,184.39999389648438
2012-06-11,
2012-06-12,182.16000366210938
2012-06-13,
2012-06-14,181.86000061035156
2012-06-15,
2012-06-18,
2012-06-19,182.4499969482422
2012-06-20,182.82000732421875
2012-06-21,183.38999938964844
2012-06-22,183.6300048828125
2012-06-25,183.6300048828125
2012-06-26,183.6300048828125
2012-06-27,183.6300048828125
2012-06-28,
2012-06-29,
2012-07-02,
2012-07-03,183.6300048828125
2012-07-04,183.6300048828125
2012-07-05,
2012-07-06,
2012-07-09,183.6300048828125
2012-07-10,183.6300048828125
2012-07-11,
2012-07-12,183.6300048828125
2012-07-13,186.62899780273438
2012-07-16,
2012-07-17,183.6300048828125
2012-07-18,187.2259979248047
2012-07-19,187.11849975585938
2012-07-20,187.32350158691406
2012-07-23,186.7364959716797
2012-07-24,185.3939971923828
2012-07-25,183.97850036621094
2012-07-26,184.28750610351562
2012-07-27,
2012-07-30,
2012-07-31,186.83749389648438
2012-08-01,
2012-08-02,187.2169952392578
2012-08-03,187.0345001220703
2012-08-06,188.06300354003906
2012-08-07,187.7030029296875
2012-08-08,187.9324951171875
2012-08-09,188.02149963378906
2012-08-10,188.02149963378906
2012-08-13,187.85899353027344
2012-08-14,
2012-08-15,
2012-08-16,187.71600341796875
2012-08-17,187.71600341796875
